年份_Year,大區_District,選區編號_Constituency_code,選區名_Constituency_name_chi,該選區當選人_Candidate_name_chi,政治聯繫_Political_affiliation,所屬派別_Political_camp,獲票數_Count_of_votes,得票率_Percentage_of_votes_obtained(%),票選或自動當選_Elected_or_uncontested,該選區登記選民數_Count_of_registered_voter,該選區居民數_Count_of_resident
2007,油尖旺,E11,大南,莊永燦,－,建,1103,56.02,Elected,7407,21165
2007,油尖旺,E12,旺角北,黃舒明,－,建,1189,59.69,Elected,6349,19475
2007,油尖旺,E13,旺角東,羅永祥,－,建,1048,72.08,Elected,6160,15573
2007,油尖旺,E14,旺角南,仇振輝,－,建,1426,72.06,Elected,5758,16624
2007,油尖旺,E15,京士柏,梁偉權,－,建,974,49.77,Elected,6474,16701
2007,油尖旺,E16,尖沙咀東,關秀玲,民建聯,建,687,33.09,Elected,7196,19608
2011,油尖旺,E01,尖沙咀西,孔昭華,民主建港協進聯盟,建,878,66.11,Elected,3494,19275
2011,油尖旺,E02,佐敦東,葉傲冬,民主建港協進聯盟,建,1504,64.38,Elected,7357,21562
2011,油尖旺,E03,佐敦西,陳少棠,民主建港協進聯盟,建,2063,69.7,Elected,9052,20663
2011,油尖旺,E04,油麻地,楊子熙,民主建港協進聯盟,建,2242,58.88,Elected,9163,21374
2011,油尖旺,E05,富榮,鍾港武,民主建港協進聯盟,建,2401,65.12,Elected,9699,18029
2011,油尖旺,E06,旺角西,許德亮,,建,2273,84.97,Elected,7339,19746
2011,油尖旺,E07,富柏,陳偉強,,建,,,Uncontested,8707,19594
2011,油尖旺,E08,奧運,涂謹申,民主黨,泛,1012,50.15,Elected,3902,18761
2011,油尖旺,E09,櫻桃,黃頌,,建,1281,57.94,Elected,5503,14727
2011,油尖旺,E10,大角咀南,蔡少峰,民主建港協進聯盟,建,1543,58.25,Elected,6301,14501
2011,油尖旺,E11,大角咀北,劉柏祺,民主建港協進聯盟,建,1701,58.39,Elected,6743,17944
2011,油尖旺,E12,大南,莊永燦,,建,1076,36.93,Elected,7689,21470
2011,油尖旺,E13,旺角北,黃舒明,,建,1537,71.03,Elected,5958,16075
2011,油尖旺,E14,旺角東,黃建新,,建,1110,49.6,Elected,5950,15444
2011,油尖旺,E15,旺角南,仇振輝,,建,1610,70.96,Elected,5943,15829
2011,油尖旺,E16,京士柏,梁偉權,,建,1045,40.39,Elected,7272,21396
2011,油尖旺,E17,尖沙咀東,關秀玲,民主建港協進聯盟,建,1037,46.34,Elected,6934,21160
1999,深水埗,F01,寶麗,梁有方,民協,泛,905,53.9,Elected,5212,15369
1999,深水埗,F02,長沙灣,林家輝,,建,1093,53.74,Elected,5861,18559
1999,深水埗,F03,南昌北,梁漢華,一二三民主聯盟,泛,1031,61.08,Elected,6218,21045
1999,深水埗,F04,南昌東,梁欐,民協,泛,1297,68.92,Elected,7041,20908
1999,深水埗,F05,南昌南,黃鑑權,,建,996,66.22,Elected,4841,16248
1999,深水埗,F06,南昌中,張文韜,民協,泛,637,46.33,Elected,4570,14935
1999,深水埗,F07,下南昌,戴遠名,民協,泛,666,47.13,Elected,4457,14690
1999,深水埗,F08,南昌西,衛煥南,民協,泛,1750,75.27,Elected,6132,16214
1999,深水埗,F09,麗閣,黃仲棋,民主黨,泛,1782,40.04,Elected,10391,20805
1999,深水埗,F10,元州,陸嘉名,民主黨,泛,1285,42.51,Elected,8698,19759
1999,深水埗,F11,荔枝角,馬旗,民主黨,泛,840,61.9,Elected,4817,17776
1999,深水埗,F12,美孚,曾有發,民建聯,建,1048,50.38,Elected,6837,15053
1999,深水埗,F13,荔灣,譚國雄,,其他,1280,57.89,Elected,7718,16303
1999,深水埗,F14,清荔,張永森,,其他,2142,80.56,Elected,8044,17617
1999,深水埗,F15,澤安,譚國僑,民協,泛,1548,85.48,Elected,5376,17595
1999,深水埗,F16,蘇屋,陳偉明,民建聯,建,1595,47.44,Elected,9163,16316
1999,深水埗,F17,李鄭屋,符樹雲,民建聯,建,1834,43.06,Elected,9588,18539
1999,深水埗,F18,白田,甄啟榮,民協,泛,2690,73.32,Elected,8699,18647
1999,深水埗,F19,大坑東及又一村,梁錦滔,民協,泛,1294,65.72,Elected,6490,15543
1999,深水埗,F20,南山,王桂雲,民協,泛,1909,72.15,Elected,8747,16824
1999,深水埗,F21,石硤尾,馮檢基,民協,泛,,,Uncontested,9893,20377
2003,深水埗,F01,寶麗,梁有方,民協,泛,1317,75.52,Elected,4746,14344
2003,深水埗,F02,長沙灣,林家輝,－,建,,,Uncontested,5401,15994
2003,深水埗,F03,南昌北,梁漢華,－,其他,1355,70.94,Elected,5337,16532
2003,深水埗,F04,南昌東,梁欐,民協,泛,1719,76.71,Elected,6098,17854
2003,深水埗,F05,南昌南,黃鑑權,勞聯,建,,,Uncontested,5763,18043
2003,深水埗,F06,南昌中,戴遠名,民協,泛,1262,59.81,Elected,5355,17235
2003,深水埗,F07,南昌西,衞煥南,民協,泛,1910,79.19,Elected,5718,14264
2003,深水埗,F08,富昌,黎慧蘭,民協,泛,1775,62.39,Elected,5055,17306
2003,深水埗,F09,麗閣,馮檢基,民協,泛,3268,70.32,Elected,9552,17532
2003,深水埗,F10,元州,覃德誠,民協,泛,2677,56.9,Elected,9329,21250
2003,深水埗,F11,荔枝角,莊志達,民主黨,泛,1097,70.55,Elected,3957,13924
2003,深水埗,F12,美孚南,王德全,民主黨,泛,1936,58.97,Elected,6169,15092
2003,深水埗,F13,美孚中,譚國雄,－,泛,959,32.94,Elected,7012,14728
2003,深水埗,F14,美孚北,張永森,－,其他,2009,61.53,Elected,7201,16927
2003,深水埗,F15,龍坪,吳美,民協,泛,1722,70.84,Elected,5825,18402
2003,深水埗,F16,蘇屋,陳偉明,民建聯,建,2524,61.92,Elected,8394,15568
2003,深水埗,F17,李鄭屋,官世亮,民協,泛,2516,58.08,Elected,9603,16363
2003,深水埗,F18,白田,甄啟榮,民協,泛,,,Uncontested,10107,21269
2003,深水埗,F19,大坑東及又一村,梁錦滔,民協,泛,1724,75.68,Elected,5861,14032
2003,深水埗,F20,南山,王桂雲,民協,泛,2043,79.28,Elected,6807,13799
2003,深水埗,F21,石硤尾,譚國僑,民協,泛,1893,64.5,Elected,7850,17166
2007,深水埗,F01,寶麗,梁有方,民協,泛,960,59.63,Elected,4895,15032
2007,深水埗,F02,長沙灣,林家輝,－,建,1238,60.16,Elected,5968,16131
2007,深水埗,F03,南昌北,鄭泳舜,民建聯,建,912,36.89,Elected,7227,21308
2007,深水埗,F04,石硤尾及南昌東,譚國僑,民協,泛,1908,72.6,Elected,9027,21345
2007,深水埗,F05,南昌南,黃鑑權,勞聯,建,1339,81.05,Elected,7160,21568
2007,深水埗,F06,南昌中,劉佩玉,民建聯,建,1197,53.63,Elected,6286,21307
2007,深水埗,F07,南昌西,衞煥南,民協,泛,1514,75.66,Elected,5897,14177
2007,深水埗,F08,富昌,黎慧蘭,民協,泛,1955,53.92,Elected,7015,17399
2007,深水埗,F09,麗閣,馮檢基,民協,泛,2115,50.62,Elected,9518,15566
2007,深水埗,F10,元州,覃德誠,民協,泛,2420,57.66,Elected,10306,20997
2007,深水埗,F11,荔枝角南,黃志勇,民協,泛,2366,66.97,Elected,5114,21376
2007,深水埗,F12,美孚南,王德全,民主黨,泛,1493,49.68,Elected,7213,15855
2007,深水埗,F13,美孚中,沈少雄,－,建,998,38.31,Elected,7163,14682
2007,深水埗,F14,美孚北,張永森,－,其他,,,Uncontested,8024,17848
2007,深水埗,F15,荔枝角北,莊志達,民主黨,泛,1484,68.51,Elected,5144,20563
2007,深水埗,F16,蘇屋,陳偉明,民建聯,建,3074,70.89,Elected,10553,21444
2007,深水埗,F17,李鄭屋,官世亮,民協,泛,2243,57.18,Elected,9329,15602
2007,深水埗,F18,下白田,甄啟榮,－,其他,,,Uncontested,7791,18394
2007,深水埗,F19,又一村,郭振華,－,建,1031,57.86,Elected,5031,17961
2007,深水埗,F20,南山、大坑東及大坑西,王桂雲,民協,泛,2243,62.48,Elected,11149,21350
2007,深水埗,F21,龍坪及上白田,吳美,民協,泛,1845,72.1,Elected,8200,17111
2011,深水埗,F01,寶麗,梁有方,香港民主民生協進會,泛,1048,49.02,Elected,5020,13275
2011,深水埗,F02,長沙灣,林家輝,,建,,,Uncontested,6488,16243
2011,深水埗,F03,南昌北,鄭泳舜,民主建港協進聯盟,建,1485,50.89,Elected,7196,21587
2011,深水埗,F04,石硤尾及南昌東,秦寶山,香港民主民生協進會,泛,1729,57.31,Elected,8900,20559
2011,深水埗,F05,南昌南,李詠民,港九勞工社團聯會,建,1375,70.15,Elected,6941,19929
2011,深水埗,F06,南昌中,劉佩玉,民主建港協進聯盟,建,1569,73.22,Elected,6516,21245
2011,深水埗,F07,南昌西,衞煥南,香港民主民生協進會,泛,1629,65.4,Elected,5977,13097
2011,深水埗,F08,富昌,梁文廣,富昌邨居民協會,建,2235,52.56,Elected,8767,16655
2011,深水埗,F09,麗閣,馮檢基,香港民主民生協進會,泛,2528,51.57,Elected,9738,15501
2011,深水埗,F10,幸福,覃德誠,香港民主民生協進會,泛,2183,65.22,Elected,8009,19692
2011,深水埗,F11,荔枝角南,黃志勇,香港民主民生協進會,泛,3507,77.54,Elected,9016,21522
2011,深水埗,F12,美孚南,黃達東,民主建港協進聯盟,建,1987,48.52,Elected,8011,17724
2011,深水埗,F13,美孚中,沈少雄,,建,1812,55.77,Elected,7151,13580
2011,深水埗,F14,美孚北,張永森,,建,2204,69.03,Elected,7698,16599
2011,深水埗,F15,荔枝角北,李祺逢,,建,1312,41.56,Elected,6610,21395
2011,深水埗,F16,元州及蘇屋,陳偉明,民主建港協進聯盟,建,3403,57.78,Elected,12296,21293
2011,深水埗,F17,李鄭屋,陳鏡秋,,建,2436,57.05,Elected,9877,13069
2011,深水埗,F18,下白田,甄啟榮,,其他,2888,71.49,Elected,9050,18674
2011,深水埗,F19,又一村,郭振華,,建,1451,70.82,Elected,5229,15631
2011,深水埗,F20,南山、大坑東及大坑西,韋海英,,建,2291,48.6,Elected,11229,21325
2011,深水埗,F21,龍坪及上白田,吳美,香港民主民生協進會,泛,2120,60.9,Elected,8487,17663
1999,灣仔,B01,軒尼詩,黃漢清,香港華人革新協會,建,,,Uncontested,6443,15389
1999,灣仔,B02,愛群,鄭琴淵,民建聯,建,,,Uncontested,6109,14088
1999,灣仔,B03,鵝頸,孫啟昌,民建聯,建,,,Uncontested,6901,16059
1999,灣仔,B04,銅鑼灣,謝永齡,民主黨,泛,783,45.63,Elected,7903,15901
1999,灣仔,B05,大坑,李慶偉,民主黨,泛,877,51.8,Elected,6493,14947
1999,灣仔,B06,渣甸山,曹聖玉,,建,,,Uncontested,5225,14456
1999,灣仔,B07,樂活,黃英琦,自由黨,建,883,67.56,Elected,4508,14094
1999,灣仔,B08,跑馬地,吳錦津,,建,1398,82.58,Elected,6238,15879
1999,灣仔,B09,司徒拔道,馮國輝,,建,766,43.25,Elected,5012,14344
1999,灣仔,B10,修頓,林貝聿嘉,,建,,,Uncontested,6877,19898
1999,灣仔,B11,大佛口,盧天送,民建聯,建,1275,69.71,Elected,6976,17083
2003,灣仔,B01,軒尼詩,鄭其建,公民起動,泛,1064,59.28,Elected,5411,13277
2003,灣仔,B02,愛群,鄭琴淵,民建聯,建,1248,53.33,Elected,6160,13340
2003,灣仔,B03,鵝頸,李繼雄,－,泛,1117,53.44,Elected,6357,13525
2003,灣仔,B04,銅鑼灣,謝永齡,民主黨,泛,1190,54.49,Elected,6111,13549
2003,灣仔,B05,大坑,李慶偉,民主黨,泛,1466,62.92,Elected,6142,14083
2003,灣仔,B06,渣甸山,陳耀輝,公民起動,泛,1219,65.33,Elected,5029,14682
2003,灣仔,B07,樂活,黃英琦,－,泛,,,Uncontested,4656,14503
2003,灣仔,B08,跑馬地,吳錦津,－,建,1236,55.28,Elected,5915,14572
2003,灣仔,B09,司徒拔道,黃宏泰,－,建,776,55.04,Elected,4845,14604
2003,灣仔,B10,修頓,金佩瑋,公民起動,泛,911,58.93,Elected,4668,12923
2003,灣仔,B11,大佛口,盧健明,灣社盟,泛,1189,51.76,Elected,6032,14042
2007,灣仔,B01,軒尼詩,鄭其建,－,其他,1463,77.2,Elected,5333,13029
2007,灣仔,B02,愛群,鄭琴淵,民建聯,建,1391,73.64,Elected,6640,13178
2007,灣仔,B03,鵝頸,李繼雄,－,建,1039,54.32,Elected,6486,14930
2007,灣仔,B04,銅鑼灣,伍婉婷,－,建,834,53.56,Elected,6276,13975
2007,灣仔,B05,大坑,黃楚峰,－,建,1059,52.5,Elected,6454,13713
2007,灣仔,B06,渣甸山,黎大偉,－,其他,755,54.36,Elected,5546,14333
2007,灣仔,B07,樂活,麥國風,社民連,泛,604,46.6,Elected,5155,13724
2007,灣仔,B08,跑馬地,吳錦津,－,建,1309,64.04,Elected,6122,13534
2007,灣仔,B09,司徒拔道,黃宏泰,－,建,696,54.5,Elected,5188,13893
2007,灣仔,B10,修頓,李碧儀,－,其他,1080,59.24,Elected,5249,12985
2007,灣仔,B11,大佛口,李均頤,民建聯,建,1222,47.11,Elected,5915,13211
2011,灣仔,B01,軒尼詩,鄭其建,,其他,1625,88.36,Elected,5231,14097
2011,灣仔,B02,愛群,鄭琴淵,民主建港協進聯盟,建,1552,66.1,Elected,6392,15114
2011,灣仔,B03,鵝頸,鍾嘉敏,民主建港協進聯盟,建,,,Uncontested,5527,15912
2011,灣仔,B04,銅鑼灣,伍婉婷,,建,1350,74.38,Elected,5821,15011
2011,灣仔,B05,大坑,黃楚峰,新民黨,建,1266,52.06,Elected,6026,14518
2011,灣仔,B06,渣甸山,黎大偉,無黨派獨立候選人,其他,992,51.69,Elected,5778,15586
2011,灣仔,B07,樂活,白韻琹,,建,1262,61.35,Elected,5202,14519
2011,灣仔,B08,跑馬地,吳錦津,,建,1422,64.4,Elected,5599,14534
2011,灣仔,B09,司徒拔道,黃宏泰,,建,1068,66.42,Elected,5159,15035
2011,灣仔,B10,修頓,李碧儀,,建,1604,81.84,Elected,4910,14862
2011,灣仔,B11,大佛口,李均頤,民主建港協進聯盟,建,1765,72.78,Elected,5569,14236
1999,荃灣,K01,德華,鄺國全,民主黨,泛,1094,65.94,Elected,5862,19581
1999,荃灣,K02,楊屋道,陳育文,民建聯,建,954,56.22,Elected,6094,19067
1999,荃灣,K03,海濱,鄒秉恬,,建,1736,61.65,Elected,7820,18720
1999,荃灣,K04,祈德尊,陳金霖,港進聯,建,,,Uncontested,8206,19014
1999,荃灣,K05,福來,趙葭甫,民主黨,泛,1680,59.11,Elected,8174,16250
1999,荃灣,K06,愉景,王銳德,民主黨,泛,922,47.4,Elected,5547,19920
1999,荃灣,K07,荃灣中心,李洪波,,泛,642,44,Elected,5615,14203
1999,荃灣,K08,荃威,葉振強,自由黨,建,1456,51.45,Elected,8494,18984
1999,荃灣,K09,麗濤,田世鳴,民主黨,泛,1019,53.1,Elected,6752,17249
1999,荃灣,K10,麗興,陳偉業,民主黨,泛,1399,63.39,Elected,5270,13636
1999,荃灣,K11,荃灣郊區西,蔡成火,,建,697,57.56,Elected,4373,14103
1999,荃灣,K12,荃灣郊區東,陳偉明,民建聯,建,1141,78.04,Elected,4865,14178
1999,荃灣,K13,綠楊,楊福蘭,自由黨,建,,,Uncontested,8203,18564
1999,荃灣,K14,梨木樹東,陳琬琛,,其他,1404,67.21,Elected,5353,15560
1999,荃灣,K15,梨木樹西,林超倫,,其他,2158,85.5,Elected,6993,13099
1999,荃灣,K16,石圍角,楊福廣,自由黨,建,1842,62.74,Elected,7459,14541
1999,荃灣,K17,象山,蔡子民,民主黨,泛,1847,57.54,Elected,9047,18136
2003,荃灣,K01,德華,鄺國全,民主黨,泛,1248,61.18,Elected,5024,15375
2003,荃灣,K02,楊屋道,陳恒鑌,民建聯,建,1620,64.75,Elected,5499,15147
2003,荃灣,K03,海濱,鄒秉恬,民公派,建,1839,52.5,Elected,7287,17794
2003,荃灣,K04,祈德尊,陳金霖,港進聯,建,2140,64.07,Elected,7691,16299
2003,荃灣,K05,福來,趙葭甫,民主黨,泛,2182,66.2,Elected,7538,14406
2003,荃灣,K06,愉景,王銳德,民主黨,泛,2305,73.57,Elected,6388,17224
2003,荃灣,K07,荃灣中心,李洪波,獨民派,泛,1345,57.73,Elected,5899,13787
2003,荃灣,K08,荃威,楊福琪,自由黨,建,1724,56.14,Elected,7045,16565
2003,荃灣,K09,麗濤,田世鳴,民主黨,泛,1862,65.29,Elected,6809,16206
2003,荃灣,K10,麗興,陳偉業,獨民派,泛,1860,64.36,Elected,6064,13741
2003,荃灣,K11,荃灣郊區西,蔡成火,－,建,,,Uncontested,5885,18274
2003,荃灣,K12,荃灣郊區東,陳偉明,－,建,,,Uncontested,5882,18284
2003,荃灣,K13,綠楊,林發耿,－,建,1339,42.55,Elected,7413,17112
2003,荃灣,K14,梨木樹東,陳琬琛,－,其他,1945,74.78,Elected,5749,13486
2003,荃灣,K15,梨木樹西,黃家華,－,其他,1694,51.87,Elected,7182,13912
2003,荃灣,K16,石圍角,文裕明,－,建,1969,51.93,Elected,8498,15465
2003,荃灣,K17,象石,蔡子民,民主黨,泛,1749,55.81,Elected,7078,13639
2007,荃灣,K01,德華,羅少傑,－,建,1048,50.34,Elected,6361,20625
2007,荃灣,K02,楊屋道,陳恒鑌,民建聯,建,1897,88.52,Elected,6096,21093
2007,荃灣,K03,海濱,鄒秉恬,－,建,2182,65.51,Elected,8937,18671
2007,荃灣,K04,祈德尊,陳金霖,民建聯,建,2124,72.94,Elected,7782,16751
2007,荃灣,K05,福來,趙葭甫,民主黨,泛,1777,54.83,Elected,7710,13633
2007,荃灣,K06,愉景,王銳德,民主黨,泛,,,Uncontested,7807,16024
2007,荃灣,K07,荃灣中心,張浩明,民建聯,建,1085,50.09,Elected,6390,13256
2007,荃灣,K08,荃威,楊福琪,自由黨,建,1920,71.96,Elected,9140,21174
2007,荃灣,K09,麗濤,黃偉傑,－,建,2508,69.74,Elected,9784,21095
2007,荃灣,K10,麗興,陳偉業,社民連,泛,1739,64.77,Elected,7268,14191
2007,荃灣,K11,荃灣郊區西,蔡成火,－,泛,925,32.15,Elected,7030,20418
2007,荃灣,K12,荃灣郊區東,陳偉明,－,建,,,Uncontested,7857,21374
2007,荃灣,K13,綠楊,林發耿,－,建,2303,74.08,Elected,7508,14553
2007,荃灣,K14,梨木樹東,陳琬琛,公民黨,泛,1994,70.63,Elected,6729,19872
2007,荃灣,K15,梨木樹西,黃家華,公民黨,泛,2330,65.74,Elected,8156,15142
2007,荃灣,K16,石圍角,文裕明,－,建,2638,75.35,Elected,8194,14080
2007,荃灣,K17,象石,蔡子民,民主黨,泛,1565,48.74,Elected,7827,13112
2011,荃灣,K01,德華,羅少傑,,建,1863,73.12,Elected,7646,20527
2011,荃灣,K02,楊屋道,陳恒鑌,民主建港協進聯盟,建,2246,74.62,Elected,7109,19327
2011,荃灣,K03,海濱,鄒秉恬,,建,2209,49.72,Elected,9151,18826
2011,荃灣,K04,祈德尊,陳金霖,民主建港協進聯盟,建,2072,74.77,Elected,7472,14217
2011,荃灣,K05,福來,葛兆源,香港工會聯合會,建,2511,73.19,Elected,8089,13461
2011,荃灣,K06,愉景,田北辰,新民黨,建,2256,51.9,Elected,8088,16644
2011,荃灣,K07,荃灣中心,李洪波,民主黨,泛,1657,49.74,Elected,7619,14168
2011,荃灣,K08,荃威,林婉濱,,建,,,Uncontested,8319,18273
2011,荃灣,K09,麗濤,黃偉傑,,建,4398,87.82,Elected,10217,20502
2011,荃灣,K10,麗興,林琳,民主建港協進聯盟,建,1965,49.26,Elected,10109,20550
2011,荃灣,K11,荃灣郊區西,曾文典,,泛,1913,59.06,Elected,7125,20873
2011,荃灣,K12,荃灣郊區東,陳偉明,,建,,,Uncontested,7922,20798
2011,荃灣,K13,綠楊,林發耿,,建,2481,74.57,Elected,7631,14409
2011,荃灣,K14,梨木樹東,陳琬琛,公民黨,泛,2761,58.61,Elected,9332,21602
2011,荃灣,K15,梨木樹西,黃家華,公民黨,泛,2260,58.82,Elected,8156,13905
2011,荃灣,K16,石圍角,文裕明,新界社團聯會/公屋聯會,建,,,Uncontested,8288,13529
2011,荃灣,K17,象石,陳振中,民主建港協進聯盟,建,1768,48.77,Elected,7951,13351
1999,葵青,S01,葵興,梁志成,街坊工友服務處,泛,,,Uncontested,7563,15581
1999,葵青,S02,葵盛東邨,梁廣昌,,泛,2012,81.92,Elected,5863,17729
1999,葵青,S03,上大窩口,許祺祥,民主黨,泛,1694,58.82,Elected,7363,14696
1999,葵青,S04,下大窩口,黃炳權,民主黨,泛,1917,53.47,Elected,8705,20062
1999,葵青,S05,葵涌邨,周立仁,民主黨,泛,944,42.87,Elected,8553,16317
1999,葵青,S06,石蔭,李志輝,民主黨,泛,1524,61.65,Elected,8390,20797
1999,葵青,S07,安蔭,梁永權,民主黨,泛,2642,51.44,Elected,10310,19820
1999,葵青,S08,新石籬,黎少棠,,其他,,,Uncontested,9037,19294
1999,葵青,S09,石籬,林紹輝,民主黨,泛,1422,57.41,Elected,6822,18013
1999,葵青,S10,大白田,徐生雄,民主黨,泛,,,Uncontested,5024,14463
1999,葵青,S11,葵芳,梁耀忠,街坊工友服務處,泛,2885,61.59,Elected,8754,18215
1999,葵青,S12,華峰,單仲偕,民主黨,泛,,,Uncontested,5409,13528
1999,葵青,S13,祖堯,盧慧蘭,,其他,,,Uncontested,7338,17231
1999,葵青,S14,麗瑤,黃耀聰,,其他,1433,72.45,Elected,6168,13447
1999,葵青,S15,興芳,吳劍昇,民主黨,泛,762,54.39,Elected,4763,14966
1999,葵青,S16,荔景,周奕希,民主黨,泛,,,Uncontested,9751,17706
1999,葵青,S17,葵盛西邨,陸景城,,泛,1842,57.06,Elected,10835,19754
1999,葵青,S18,雅安,譚惠珍,,其他,1336,46.15,Elected,6842,18437
1999,葵青,S19,偉海,麥美娟,,建,1306,46.58,Elected,6692,14272
1999,葵青,S20,青衣邨,陳笑文,,其他,2590,81.94,Elected,8011,18651
1999,葵青,S21,翠怡,羅競成,民建聯,建,611,60.5,Elected,4880,15650
1999,葵青,S22,長青,李志強,,建,2438,74.6,Elected,10038,18978
1999,葵青,S23,長康,丁衍華,,泛,1949,69.56,Elected,8517,16273
1999,葵青,S24,盛康,梁偉文,民建聯,建,2183,64.68,Elected,8235,17083
1999,葵青,S25,青衣南,區長華,民協,泛,,,Uncontested,6913,16075
1999,葵青,S26,長亨,雷可畏,,其他,1571,52.19,Elected,7038,18254
1999,葵青,S27,發泰,潘小屏,,其他,1446,47.5,Elected,7632,17347
1999,葵青,S28,長安,趙華勝,,其他,2272,70.12,Elected,7687,17280
2003,葵青,S01,葵興,梁志成,街工,泛,2627,74,Elected,7825,16609
2003,葵青,S02,葵盛東邨,梁廣昌,倒董力量,泛,2752,66.52,Elected,9302,19899
2003,葵青,S03,上大窩口,許祺祥,民主黨,泛,2134,66.73,Elected,6633,13394
2003,葵青,S04,下大窩口,黃炳權,民主黨,泛,3043,78.61,Elected,8528,17041
2003,葵青,S05,葵涌邨,周立仁,民主黨,泛,1314,52.62,Elected,6450,16028
2003,葵青,S06,石蔭,尹兆堅,街工,泛,2332,56.77,Elected,8571,19889
2003,葵青,S07,安蔭,梁永權,街工／前綫,泛,3290,71.99,Elected,10449,19520
2003,葵青,S08,新石籬,黎少棠,自由黨,建,3113,79.13,Elected,9687,20697
2003,葵青,S09,石籬,林紹輝,民主黨,泛,2511,84.86,Elected,6463,21611
2003,葵青,S10,大白田,徐生雄,民主黨,泛,1872,58.57,Elected,7607,21307
2003,葵青,S11,葵芳,梁耀忠,街工,泛,4512,82.87,Elected,10975,21745
2003,葵青,S12,麗瑤,黃耀聰,－,其他,,,Uncontested,7282,15494
2003,葵青,S13,荔華,李永達,民主黨,泛,2310,62.01,Elected,7446,20742
2003,葵青,S14,祖堯,盧慧蘭,－,其他,2049,63.59,Elected,7997,19768
2003,葵青,S15,興芳,吳劍昇,民主黨,泛,1350,59.16,Elected,5033,13111
2003,葵青,S16,荔景,周奕希,民主黨,泛,,,Uncontested,8428,15994
2003,葵青,S17,葵盛西邨,劉偉傑,獨民派,泛,1486,36.76,Elected,9475,18801
2003,葵青,S18,安灝,譚惠珍,－,建,2697,67.14,Elected,8134,19701
2003,葵青,S19,偉盈,麥美娟,－,建,2386,69.99,Elected,7761,19231
2003,葵青,S20,青衣邨,陳笑文,－,其他,2782,82.16,Elected,8427,16888
2003,葵青,S21,翠怡,王雪盈,民主黨,泛,1516,42.37,Elected,7545,18371
2003,葵青,S22,長青,李志強,－,其他,,,Uncontested,9320,17841
2003,葵青,S23,長康,丁衍華,－,泛,,,Uncontested,7913,14878
2003,葵青,S24,盛康,梁偉文,民建聯,建,2474,65.28,Elected,8247,15658
2003,葵青,S25,青衣南,黃光武,民主黨,泛,1650,40.19,Elected,8568,21222
2003,葵青,S26,長亨,雷可畏,港進聯,建,2298,70.36,Elected,7538,17803
2003,葵青,S27,青發,潘小屏,－,其他,,,Uncontested,10182,21136
2003,葵青,S28,長安,劉碧堅,民主黨,泛,1942,53.62,Elected,8489,16174
2007,葵青,S01,葵興,梁志成,街工,泛,2221,55.06,Elected,10847,20828
2007,葵青,S02,葵盛東邨,梁廣昌,－,其他,2355,65.47,Elected,9957,19309
2007,葵青,S03,上大窩口,許祺祥,民主黨,泛,2221,84.07,Elected,6797,14670
2007,葵青,S04,下大窩口,黃炳權,民主黨,泛,2464,84.01,Elected,8561,14537
2007,葵青,S05,葵涌,黃潤達,街工,泛,1410,47.32,Elected,4667,25797
2007,葵青,S06,石蔭,尹兆堅,街工,泛,3062,67.77,Elected,10135,21273
2007,葵青,S07,安蔭,梁子穎,民建聯／工聯會,建,2929,58.78,Elected,10274,17307
2007,葵青,S08,新石籬,梁國華,民主黨,泛,2680,51.91,Elected,11573,21464
2007,葵青,S09,石籬,林紹輝,民主黨,泛,1776,69.49,Elected,5620,20784
2007,葵青,S10,大白田,徐生雄,民主黨,泛,1429,55.22,Elected,7598,21239
2007,葵青,S11,葵芳,梁耀忠,街工,泛,3858,85.73,Elected,11075,19895
2007,葵青,S12,華麗,黃耀聰,－,其他,1776,73.78,Elected,9315,17646
2007,葵青,S13,荔華,李永達,民主黨,泛,1349,59.8,Elected,6076,14733
2007,葵青,S14,祖堯,盧慧蘭,－,建,1973,64.99,Elected,8625,18673
2007,葵青,S15,興芳,吳劍昇,民主黨,泛,1716,52.06,Elected,8908,20538
2007,葵青,S16,荔景,周奕希,民主黨,泛,2385,88.69,Elected,7943,14157
2007,葵青,S17,葵盛西邨,梁玉鳳,－,泛,1187,30.59,Elected,10546,20100
2007,葵青,S18,安灝,譚惠珍,自由黨,建,2525,64.78,Elected,10870,21495
2007,葵青,S19,偉盈,麥美娟,－,建,2216,75.25,Elected,9074,18763
2007,葵青,S20,青衣邨,陳笑文,－,其他,1980,60.57,Elected,8974,16128
2007,葵青,S21,翠怡,王雪盈,民主黨,泛,1893,51.57,Elected,8785,18043
2007,葵青,S22,長青,李志強,－,其他,,,Uncontested,11307,20172
2007,葵青,S23,長康,徐曉杰,青關,建,3477,75.88,Elected,11833,20849
2007,葵青,S24,盛康,梁偉文,民建聯,建,2740,80.4,Elected,8417,14336
2007,葵青,S25,青衣南,潘志成,民建聯,建,1771,60.96,Elected,6085,20231
2007,葵青,S26,長亨,雷可畏,－,其他,1831,56.44,Elected,8038,15311
2007,葵青,S27,青發,潘小屏,－,其他,,,Uncontested,10750,19759
2007,葵青,S28,長安,羅競成,民建聯,建,2147,56.38,Elected,9246,15315
2011,葵青,S01,葵興,梁志成,街坊工友服務處,泛,2606,56.3,Elected,10983,19405
2011,葵青,S02,葵盛東邨,周偉雄,街坊工友服務處,泛,3469,64.24,Elected,11047,18384
